StudyHours	AttendanceRate	AssignmentsCompleted	OnlineActivity	SleepHours	SocialActivity	MidtermScore	FinalScore	Cluster
22.4	100.0	89.6	2.1	6.8	2.1	63.3	87.8	3
21.9	81.0	97.3	6.8	9.0	0.6	47.0	81.0	2
26.8	84.1	72.1	5.2	6.2	1.3	52.8	87.7	2
36.4	94.9	92.4	3.8	5.6	3.2	57.2	100.0	0
22.6	81.0	90.1	6.0	5.7	3.8	58.8	91.2	3
26.4	77.5	60.6	6.4	6.5	2.4	55.1	72.8	2
30.8	62.5	100.0	11.9	10.0	0.0	38.8	82.8	2
29.4	75.6	99.6	7.2	8.8	3.5	54.3	87.5	2
20.1	75.5	60.7	5.3	3.6	0.0	48.5	78.2	2
25.8	86.6	83.0	5.7	7.0	0.0	58.1	92.4	2
29.4	78.9	76.5	3.1	6.2	4.0	47.3	89.0	2
16.0	100.0	100.0	9.1	8.2	0.7	52.9	75.4	3
36.5	99.0	100.0	6.8	5.8	2.6	68.6	100.0	0
19.2	87.2	77.4	3.3	6.3	1.3	56.9	91.5	3
26.5	93.1	91.1	6.0	6.2	2.8	70.6	92.9	0
30.1	92.5	100.0	3.7	7.8	1.7	60.8	86.6	0
28.9	84.9	78.3	6.3	8.2	1.9	62.0	84.7	2
26.3	82.4	72.5	4.5	6.0	1.7	50.4	85.8	2
13.3	73.7	66.7	4.0	8.0	1.5	40.8	54.5	1
25.0	89.6	84.1	5.9	5.6	1.2	44.7	83.6	3
16.2	100.0	78.0	8.5	7.7	3.8	69.3	84.3	3
32.5	58.3	72.4	8.2	6.4	1.8	64.4	86.1	2
19.6	79.7	73.2	7.8	8.1	0.8	44.6	74.9	1
23.7	72.5	88.6	7.2	4.1	1.9	61.3	84.4	3
36.0	85.7	68.0	4.8	6.1	1.7	58.8	94.2	0
29.0	81.7	76.3	8.8	8.4	1.9	59.5	85.2	2
16.4	78.9	93.5	1.7	6.8	3.6	49.6	80.6	1
16.9	91.9	83.7	7.1	5.0	1.6	48.1	73.0	3
20.2	100.0	64.3	8.1	6.2	1.9	49.1	83.6	3
28.2	100.0	79.6	5.8	7.5	3.5	70.2	87.0	0
27.9	77.6	86.6	4.2	6.0	3.2	58.2	100.0	0
18.3	66.8	94.8	5.9	8.4	1.5	61.3	77.9	2
15.7	90.6	68.7	4.1	8.3	3.9	42.5	54.0	1
23.5	93.1	69.6	8.4	8.2	3.8	56.3	79.5	3
42.3	100.0	70.3	7.1	6.4	3.0	80.0	100.0	0
25.3	82.7	86.1	6.0	8.8	2.2	50.5	100.0	2
39.5	78.9	88.9	7.9	8.3	0.9	70.8	100.0	0
15.6	86.2	95.8	8.2	6.8	0.4	52.2	82.6	3
12.4	81.7	78.6	4.1	5.0	2.4	57.3	80.4	3
16.0	91.6	58.9	2.2	4.2	2.5	54.5	67.4	3
34.5	94.7	90.0	6.7	8.2	2.1	51.6	95.8	0
39.0	95.5	82.4	8.3	5.1	2.3	61.0	100.0	0
18.7	90.1	80.9	2.0	5.9	4.5	45.3	85.5	3
21.3	87.5	60.7	6.2	7.6	4.9	50.7	95.3	3
15.6	92.9	77.1	8.8	5.4	0.8	60.6	96.8	3
30.7	87.1	87.2	9.8	7.3	2.6	61.4	96.8	0
26.8	85.5	73.6	9.3	8.8	3.5	56.2	83.0	2
25.1	87.1	72.2	5.5	8.3	5.1	60.9	87.0	0
13.8	84.1	56.9	5.1	4.0	5.8	42.6	74.2	1
38.1	89.3	95.4	5.1	7.9	3.6	65.7	100.0	0
21.0	79.3	76.1	6.3	7.0	2.6	51.2	81.0	2
29.3	96.3	81.3	3.1	6.9	2.0	60.9	88.1	0
13.4	89.7	69.0	2.6	7.0	6.2	44.2	82.9	1
23.5	86.5	55.2	0.3	8.3	1.3	45.6	83.4	2
27.3	78.0	72.0	5.9	9.0	3.7	64.2	89.6	2
27.6	93.2	74.4	6.0	5.6	2.1	58.8	98.4	3
26.2	87.1	84.4	1.0	7.1	0.5	66.2	86.2	2
29.0	77.4	74.7	5.5	8.7	5.1	61.9	82.5	2
16.0	84.4	69.2	5.5	6.8	0.0	53.5	71.3	1
25.9	90.5	80.7	9.1	7.3	3.6	77.5	96.5	0
25.0	89.9	68.1	3.8	9.5	2.0	68.4	77.0	2
25.6	85.9	99.8	1.1	7.9	3.1	63.7	84.6	2
14.8	95.3	82.3	4.7	9.5	2.5	52.6	59.4	1
14.5	97.4	88.4	4.3	9.1	3.4	59.9	76.0	3
7.3	92.4	76.3	0.4	6.7	2.1	38.7	58.9	1
31.5	79.1	83.0	6.6	7.4	3.9	64.9	100.0	0
25.0	74.4	66.6	3.0	9.5	3.9	69.5	96.0	2
31.7	79.6	62.3	5.8	5.6	4.8	67.9	88.3	0
27.5	100.0	80.2	5.1	7.9	4.4	60.0	89.8	3
7.9	87.8	88.6	3.3	7.9	2.3	47.5	74.8	1
16.8	100.0	50.8	8.2	6.7	3.5	50.1	68.7	1
26.4	83.8	72.5	5.3	6.5	3.1	51.6	100.0	3
26.1	82.4	100.0	6.1	6.7	3.1	67.8	93.0	0
23.2	84.3	87.2	7.5	7.8	0.5	51.8	71.0	2
28.0	84.1	100.0	6.7	8.8	3.6	55.3	78.7	3
25.1	77.3	70.5	6.4	7.9	3.4	52.3	87.3	2
26.0	73.5	73.1	3.9	5.5	5.2	50.3	85.1	2
19.9	90.0	94.5	3.2	8.8	4.2	48.0	80.2	1
32.9	95.5	89.4	6.4	8.4	2.7	51.0	95.3	0
21.6	100.0	78.6	3.6	6.7	2.3	44.5	80.0	3
14.4	80.7	61.1	8.0	6.2	1.0	46.4	62.0	1
18.8	81.5	97.4	5.7	5.9	5.2	54.8	78.6	3
22.2	77.3	100.0	7.6	8.3	0.9	40.7	86.6	2
33.0	96.3	56.4	3.5	4.7	0.0	65.5	100.0	0
24.7	93.1	100.0	3.1	8.3	3.8	67.1	92.9	0
23.5	76.2	73.0	6.0	6.5	2.6	50.5	86.4	2
15.0	76.0	75.0	5.6	7.3	2.9	40.2	60.4	1
31.3	94.5	84.0	8.3	3.0	2.8	62.2	100.0	3
19.8	88.8	61.9	2.5	4.9	0.9	57.1	87.4	3
24.2	92.6	79.4	5.3	6.2	3.1	52.8	78.7	3
36.8	76.2	55.8	9.3	5.9	2.0	71.2	90.9	0
29.1	66.2	87.1	2.1	7.9	1.8	60.3	83.6	2
12.0	76.3	100.0	11.7	7.4	4.6	58.4	74.9	1
10.8	91.9	70.4	6.5	9.3	3.7	34.3	50.4	1
24.5	100.0	77.5	4.0	7.6	0.0	47.8	88.0	3
15.3	80.7	78.2	6.9	6.2	2.8	45.4	66.9	1
30.2	100.0	94.8	8.8	8.5	4.1	52.6	91.2	3
25.3	93.3	86.1	3.9	6.4	0.6	69.8	96.0	0
26.3	71.1	93.8	4.3	6.4	1.2	57.1	69.2	2
19.3	87.1	72.4	6.6	7.0	4.0	50.1	85.8	3
47.7	60.7	29.5	5.5	8.3	0.0	72.1	100.0	2
22.8	91.4	90.0	7.0	8.2	4.3	54.2	88.5	3
27.8	96.7	61.7	8.1	9.4	2.2	54.5	100.0	0
25.8	89.0	75.1	6.4	8.2	3.1	61.9	88.6	0
22.9	84.4	91.2	4.3	5.5	2.4	58.8	71.6	3
25.0	83.3	57.0	5.9	7.6	4.2	56.4	63.7	1
16.3	82.7	96.3	10.4	8.9	0.9	55.7	85.0	3
15.9	73.2	78.1	6.8	5.2	3.5	58.8	67.5	1
28.2	78.1	100.0	9.1	7.0	4.5	51.7	80.8	3
20.8	80.8	66.5	4.7	5.7	0.5	69.5	75.8	2
4.4	86.1	52.8	6.0	7.2	1.4	54.7	59.0	1
28.6	79.4	79.6	8.0	8.4	5.0	71.2	100.0	0
24.7	76.3	88.8	9.7	8.6	4.1	53.4	80.4	2
35.8	92.6	90.1	9.1	6.8	1.3	60.4	94.4	0
28.0	88.7	63.0	3.2	7.8	0.7	60.1	99.6	0
13.2	79.6	55.6	8.9	5.2	2.9	48.9	47.1	1
7.2	90.1	75.3	10.2	4.9	3.0	50.3	64.0	1
19.2	80.5	87.7	4.6	8.3	2.4	50.3	71.8	1
20.0	85.6	87.0	3.8	3.4	6.0	59.8	77.6	3
32.5	94.8	100.0	5.9	6.2	3.5	61.0	86.1	3
24.9	79.0	74.4	6.4	7.8	1.2	55.9	81.9	2
34.1	73.3	52.3	5.1	7.3	4.1	67.0	91.8	2
14.4	83.5	97.9	3.0	3.6	2.6	49.2	62.2	1
32.7	71.4	82.9	9.7	7.6	1.5	55.2	85.8	2
30.8	82.2	84.2	3.9	6.0	3.9	53.6	73.3	3
35.6	60.4	99.0	6.3	6.3	2.8	64.5	64.8	2
25.7	90.3	79.7	2.3	6.2	1.0	68.3	91.2	0
28.1	83.2	97.6	2.1	4.8	2.7	67.2	90.6	0
18.1	96.8	88.3	4.9	6.6	1.1	51.0	74.5	3
35.2	87.2	70.2	8.1	8.5	2.8	72.0	100.0	0
31.7	96.9	89.3	0.9	6.5	0.0	62.4	88.8	0
31.6	83.7	69.4	9.5	6.2	3.6	81.1	87.0	0
17.2	85.0	93.3	8.0	5.5	1.9	68.2	76.9	3
40.9	69.3	82.4	6.5	5.8	1.7	70.9	81.8	0
26.9	97.4	85.7	6.4	7.3	0.5	53.4	82.9	3
30.2	83.5	100.0	7.7	10.0	0.9	56.6	86.4	2
12.8	74.9	85.3	11.8	8.2	5.1	41.8	62.4	1
41.9	92.4	81.1	8.2	7.7	3.8	76.4	100.0	0
33.2	80.7	78.0	2.9	7.6	1.2	59.7	97.0	0
17.0	94.1	84.7	6.4	8.3	5.2	67.4	76.6	3
20.0	80.6	100.0	7.9	7.3	2.4	48.9	70.2	1
31.3	77.8	70.8	5.7	7.5	1.3	74.1	92.4	0
33.2	80.8	69.7	4.7	5.3	0.9	70.8	97.8	0
14.8	64.9	99.3	7.4	6.6	0.9	50.7	62.2	1
33.7	92.2	71.5	3.5	6.3	1.4	58.3	100.0	0
33.4	83.8	83.2	8.2	6.3	1.2	74.6	100.0	0
17.5	82.3	71.1	4.9	6.2	3.9	65.3	89.1	3
37.8	82.3	54.8	0.7	8.7	6.4	67.5	100.0	0
13.3	85.1	83.0	4.9	6.6	2.1	57.1	75.0	1
20.0	91.5	96.7	5.9	6.8	2.2	54.5	89.9	3
28.8	84.5	79.1	7.4	9.7	0.0	70.6	100.0	0
18.2	71.4	57.8	7.1	7.9	1.1	42.2	65.1	1
27.1	90.8	81.6	2.8	7.0	0.1	66.4	85.2	0
26.9	90.0	68.7	6.3	8.3	3.7	39.8	77.6	1
23.5	87.1	40.7	6.0	6.2	5.4	46.9	72.5	1
31.7	95.8	78.8	5.1	6.5	0.9	55.2	96.3	0
23.2	85.3	87.8	3.5	6.6	2.2	55.3	86.4	3
26.9	96.1	97.7	5.9	7.3	2.1	52.9	85.7	3
34.2	99.1	100.0	13.8	7.6	3.5	58.9	96.9	0
31.3	90.8	89.8	10.6	5.9	2.7	60.8	74.0	3
31.3	77.5	94.0	3.5	7.5	5.7	59.1	85.1	2
29.2	97.4	100.0	5.2	6.4	3.8	51.4	99.7	3
18.0	70.0	99.0	6.4	6.8	1.6	42.6	78.0	1
14.7	81.1	74.5	8.3	5.6	0.1	55.7	76.7	3
24.4	81.6	90.2	5.7	5.2	4.6	75.3	97.5	0
17.8	76.3	88.7	4.2	5.6	5.3	60.7	72.4	1
31.3	93.7	100.0	8.9	7.9	3.1	59.9	89.1	0
31.5	88.8	77.7	2.9	7.6	1.6	65.1	100.0	0
9.8	77.9	68.8	6.5	9.3	0.8	44.0	52.8	1
18.4	91.1	72.7	2.3	7.0	3.3	51.4	81.0	3
25.0	83.4	93.5	3.4	7.1	0.0	48.3	83.3	2
21.3	76.1	51.2	7.9	7.4	3.8	54.5	84.6	2
28.6	77.9	35.0	4.3	5.7	1.9	45.1	80.3	2
23.1	89.4	93.4	1.3	8.1	1.8	51.1	92.3	2
20.3	94.4	84.1	4.2	7.5	0.9	54.1	83.7	3
35.4	80.1	80.3	3.9	5.9	0.3	81.5	100.0	0
25.0	90.4	60.4	2.8	7.4	2.4	48.3	68.9	1
34.9	100.0	54.4	7.4	7.9	2.8	74.4	100.0	0
20.6	72.4	70.5	2.1	5.4	2.4	50.5	62.4	1
24.4	88.6	85.4	6.0	8.3	4.1	67.4	87.2	0
20.8	93.3	71.2	6.3	6.5	2.6	56.7	77.5	3
37.3	84.0	93.5	5.1	3.3	3.6	71.8	92.3	0
15.2	97.4	65.7	5.0	8.2	0.3	52.3	77.0	3
25.1	100.0	72.2	4.2	8.6	1.8	63.0	87.9	0
29.2	88.4	90.5	3.0	5.7	4.7	56.6	82.3	3
12.1	82.7	74.3	4.4	5.0	4.0	60.2	70.9	1
17.6	94.8	75.1	7.6	8.6	3.0	48.8	68.9	1
23.8	93.4	70.3	4.9	6.3	1.9	49.8	92.8	3
17.9	59.8	67.6	6.4	8.6	1.1	48.6	81.0	2
18.5	85.0	85.3	8.8	4.8	1.7	65.7	87.2	3
22.2	81.1	87.3	7.5	8.7	3.5	48.7	73.8	1
30.2	89.0	83.4	2.8	8.3	0.0	59.6	97.0	0
22.3	83.1	70.8	7.1	7.6	5.2	56.1	74.9	1
33.6	84.1	77.0	8.6	4.6	4.4	52.9	97.4	3
17.0	76.4	100.0	4.5	6.6	4.3	38.9	71.7	1
40.4	100.0	100.0	4.9	5.0	2.7	70.9	100.0	0
19.7	76.5	81.5	6.5	6.4	3.1	43.3	76.7	1
25.0	71.0	77.3	6.0	7.5	2.0	44.2	68.3	1
25.0	85.2	94.3	4.7	5.6	5.7	41.9	64.9	1
33.6	84.7	49.0	0.9	8.6	2.3	63.0	97.6	0
22.3	96.7	100.0	2.8	8.3	1.8	57.7	77.5	3
23.0	72.7	100.0	6.9	7.3	2.1	37.0	74.6	1
23.7	79.6	96.3	11.0	7.5	1.4	64.7	83.2	3
33.1	63.5	48.5	5.9	6.4	3.7	59.9	78.1	2
23.6	98.7	91.5	9.3	7.7	1.7	52.7	80.5	3
43.8	87.5	100.0	3.4	6.3	2.3	77.6	100.0	0
26.1	80.4	100.0	4.4	6.8	4.5	48.8	77.1	3
33.5	71.8	58.9	0.1	6.4	4.1	58.5	86.0	2
25.0	72.7	95.2	6.9	8.7	1.0	50.4	69.6	2
24.7	89.1	100.0	3.8	8.4	4.3	62.5	96.4	0
20.3	73.9	80.4	7.5	5.8	0.4	60.3	69.7	2
27.7	86.0	58.2	4.7	8.6	0.2	61.5	91.2	2
29.1	100.0	92.4	11.1	6.0	2.0	60.4	91.8	3
20.4	81.5	95.8	10.5	9.2	2.9	43.0	75.4	1
26.3	75.4	77.9	0.2	8.9	2.2	52.6	84.0	2
25.0	88.8	62.1	7.5	9.6	3.2	66.2	98.9	0
41.6	72.7	94.7	4.1	7.4	1.9	62.8	100.0	0
31.8	100.0	68.5	7.6	6.7	0.0	60.5	99.4	0
39.9	99.0	86.0	2.6	6.6	2.2	61.4	96.5	0
20.0	83.4	100.0	9.6	7.5	0.2	46.9	85.3	3
30.6	76.0	55.1	8.6	5.8	2.5	48.4	97.2	2
35.7	80.7	93.6	2.5	4.1	0.6	66.0	92.7	0
17.8	82.0	76.9	5.5	6.5	3.3	51.1	61.3	1
21.1	88.8	77.3	6.4	7.0	4.5	54.9	90.5	3
38.9	95.4	87.7	7.8	7.7	0.0	65.8	99.1	0
17.2	74.6	68.4	6.0	7.5	0.0	44.7	79.5	2
14.3	95.1	62.4	8.0	7.2	2.0	47.7	82.0	3
25.0	91.2	53.2	5.8	8.4	4.2	63.4	100.0	0
34.6	79.9	98.5	7.5	6.0	2.7	64.1	95.4	0
28.5	74.1	74.4	2.6	6.2	1.9	71.2	83.5	2
25.0	86.2	88.5	5.9	9.5	0.9	55.0	85.2	2
21.5	74.4	72.7	8.9	3.2	3.6	47.8	78.0	3
27.3	95.2	62.6	9.5	8.3	4.8	57.9	93.1	0
37.6	73.8	89.8	6.4	7.7	0.0	60.6	100.0	0
26.9	90.5	84.9	5.8	7.0	2.9	55.0	96.4	3
42.3	84.2	76.4	9.4	8.1	6.3	65.0	100.0	0
17.8	79.4	84.5	5.7	7.9	1.6	55.4	97.7	2
24.8	84.0	65.6	8.9	5.2	2.2	61.3	90.0	3
22.0	95.8	95.9	5.7	5.8	2.4	62.6	90.5	3
16.3	73.1	99.4	6.1	6.4	1.9	56.6	75.1	1
23.8	80.9	91.4	3.2	4.5	4.1	52.2	83.3	3
25.0	77.5	74.4	2.9	7.0	5.2	46.1	84.5	2
29.2	84.6	80.9	8.4	7.8	0.0	74.4	100.0	0
42.4	78.2	100.0	10.3	8.4	1.1	51.6	80.3	2
25.0	67.3	99.2	6.3	7.1	4.4	54.1	80.2	2
34.2	74.4	100.0	5.6	6.1	3.4	51.1	76.2	2
25.5	100.0	68.3	8.6	7.3	3.2	62.2	100.0	0
38.4	87.5	66.9	6.8	6.9	3.5	59.8	90.1	0
44.2	87.1	82.0	0.0	7.9	2.6	79.7	100.0	0
29.2	82.2	86.1	8.5	6.9	3.2	61.0	84.9	3
17.1	84.5	77.9	2.7	8.1	2.0	61.8	68.5	2
20.6	80.7	74.2	6.0	6.7	2.2	53.3	75.1	2
27.3	90.3	99.0	4.9	8.5	2.4	67.7	76.6	0
28.7	86.0	78.6	4.4	7.2	1.9	51.2	99.5	2
30.6	73.3	61.8	6.1	6.3	3.2	66.3	94.6	2
28.7	87.5	63.5	8.2	6.6	2.9	58.6	84.3	3
25.1	60.4	83.7	6.1	7.9	0.0	54.6	82.1	2
19.9	89.1	100.0	9.5	5.5	2.2	60.3	84.7	3
28.2	70.9	65.4	9.8	6.8	2.5	59.7	77.9	2
39.8	84.0	75.3	9.8	8.3	4.8	61.6	100.0	0
33.2	73.1	100.0	5.9	7.6	2.1	57.2	88.9	2
29.3	85.0	72.7	4.8	5.6	2.6	51.8	96.7	3
33.2	90.8	86.8	5.9	7.4	2.4	68.9	96.8	0
22.0	100.0	100.0	8.8	5.4	4.5	53.9	73.7	3
20.9	69.6	65.7	8.7	7.2	0.7	47.8	80.6	2
19.0	94.8	75.4	0.0	8.7	1.3	55.0	79.1	2
24.0	86.3	72.7	6.8	7.1	1.2	54.2	83.4	3
21.6	80.5	57.2	0.1	5.6	2.5	62.1	84.1	2
34.7	92.6	100.0	6.0	6.8	0.3	70.8	96.3	0
21.2	82.6	71.2	4.7	7.2	4.7	58.7	77.8	2
18.6	92.2	66.9	3.9	8.3	3.1	49.6	72.7	1
40.5	75.1	73.3	8.1	8.3	3.4	72.0	100.0	0
21.4	78.7	93.9	4.4	5.7	5.7	56.6	88.1	3
26.2	94.4	81.7	6.0	6.6	2.0	49.7	80.3	3
28.6	99.9	68.1	3.7	7.5	3.8	59.6	87.5	0
15.9	84.6	86.1	6.2	6.3	3.4	48.3	82.4	3
34.9	57.1	92.2	8.4	7.6	4.8	70.9	84.6	2
30.1	83.0	79.6	3.8	5.4	3.5	56.9	90.2	3
19.6	82.7	95.2	6.1	8.2	3.1	61.8	85.5	3
25.0	88.4	77.3	6.0	7.1	1.5	50.7	73.5	3
25.3	80.2	100.0	5.1	7.2	1.8	58.1	78.9	2
27.1	93.4	68.6	7.9	8.0	2.5	74.6	83.0	0
13.4	73.3	68.3	7.7	6.5	2.2	34.3	66.4	1
25.9	97.4	66.4	5.7	7.7	1.2	54.5	97.5	3
27.9	75.9	80.0	7.9	5.9	2.9	60.0	86.3	2
8.0	75.9	60.1	7.4	8.1	3.1	43.5	56.2	1
10.2	89.1	81.5	5.2	8.7	3.0	50.1	62.6	1
31.5	73.1	88.5	8.9	8.4	5.4	69.1	80.5	0
20.6	80.1	58.0	8.2	8.1	0.2	52.9	82.0	2
17.1	96.0	72.2	11.3	7.6	4.8	51.7	69.1	1
35.2	92.4	88.5	2.1	7.4	6.2	69.7	86.0	0
27.6	100.0	63.7	7.8	6.9	5.1	75.6	100.0	0
32.0	86.7	75.3	8.9	6.2	2.0	66.5	92.3	0
23.7	78.9	96.3	8.5	4.5	3.2	62.4	85.7	3
46.4	85.5	100.0	5.4	5.1	1.3	60.9	100.0	0
20.2	83.5	86.6	2.6	7.0	1.5	51.3	86.4	2
39.0	83.6	77.5	9.8	5.5	5.1	57.7	87.7	0
24.5	84.8	72.5	4.8	7.5	3.5	56.2	89.9	2
11.8	75.7	93.7	5.3	9.1	3.6	55.9	66.5	1
28.9	87.8	97.0	11.2	3.1	0.8	50.1	91.5	3
27.5	70.9	62.7	2.8	5.8	0.3	69.3	85.9	2
16.6	77.8	93.7	8.0	9.6	4.1	49.1	67.0	1
17.6	83.8	70.9	4.1	8.0	3.1	57.5	83.9	2
25.0	62.4	67.1	4.1	6.9	2.1	60.7	73.7	2
27.8	92.7	77.7	6.4	6.4	5.1	74.7	92.5	0
5.2	64.5	94.9	7.7	7.7	3.4	43.0	49.3	1
33.4	91.7	84.6	8.4	8.2	1.2	57.3	85.2	0
21.0	72.1	84.2	8.7	5.5	0.0	59.2	76.3	2
14.3	81.0	85.3	4.2	8.8	3.4	27.9	58.5	1
24.8	100.0	78.3	5.1	8.1	2.3	54.3	84.1	3
34.7	86.2	89.5	6.9	8.2	2.2	48.2	77.6	2
28.5	65.2	70.1	5.5	7.4	4.6	68.8	87.3	2
25.0	94.5	89.8	0.0	7.5	3.8	67.9	88.1	0
23.8	82.7	92.9	1.4	7.6	2.4	58.6	74.2	2
28.9	85.7	90.5	5.4	6.6	2.3	66.8	96.1	0
18.2	62.7	87.0	3.7	6.7	4.5	54.5	74.2	2
29.9	85.1	97.6	7.8	7.0	2.6	69.6	98.5	0
25.3	97.2	92.8	6.0	7.0	0.7	65.4	95.6	0
33.7	92.3	100.0	6.7	7.5	2.4	72.6	100.0	0
24.1	68.7	70.7	7.2	6.8	0.7	48.9	88.3	2
25.1	97.6	69.0	3.5	6.6	3.0	56.8	90.6	3
20.2	89.5	99.3	2.1	9.3	3.2	47.8	63.4	1
28.4	69.5	66.1	6.0	5.2	4.3	59.1	99.5	2
27.8	85.6	70.0	2.2	7.1	2.2	61.6	88.1	2
25.0	95.3	82.5	4.1	5.6	4.0	64.9	100.0	0
20.4	72.9	68.0	9.5	8.5	4.9	45.5	74.7	1
21.3	98.8	93.1	6.4	6.9	2.6	66.1	87.8	3
31.3	69.9	68.1	6.0	6.4	5.9	54.6	81.7	2
27.0	77.1	85.4	7.6	4.8	4.7	61.0	83.1	3
17.8	75.6	84.3	7.5	8.9	1.8	55.6	52.4	1
11.4	80.1	97.5	3.7	7.6	2.4	48.1	61.2	1
31.3	73.4	72.1	12.7	8.1	4.6	68.9	93.0	0
14.9	89.5	61.0	5.3	9.6	3.4	49.5	76.7	1
40.1	91.6	92.6	6.8	6.3	3.0	75.5	100.0	0
12.6	91.7	70.2	7.1	6.0	4.5	43.1	72.8	1
34.2	82.3	75.0	6.0	6.5	2.7	70.9	98.0	0
24.3	87.5	64.1	4.9	6.3	2.4	47.9	78.6	3
22.1	78.5	90.2	9.7	4.7	2.4	53.2	78.8	3
26.5	100.0	70.3	4.2	9.0	0.8	69.1	100.0	0
17.8	95.8	79.7	8.2	6.8	1.5	43.0	77.9	3
18.5	92.9	82.8	5.5	7.8	2.8	51.2	83.8	3
30.2	90.2	89.9	5.8	8.7	2.5	56.7	96.5	0
11.3	72.6	76.4	8.4	5.6	3.4	53.2	59.2	1
20.3	91.3	68.9	5.7	7.4	2.5	53.4	76.5	3
49.3	86.1	52.1	0.8	5.5	2.1	76.0	100.0	0
17.3	97.6	81.5	6.0	7.4	3.1	56.2	78.7	3
34.2	93.1	77.6	3.6	7.4	3.0	55.5	90.6	0
20.3	90.5	69.3	6.5	6.4	0.9	56.1	82.0	3
30.2	84.1	92.8	4.7	7.3	4.4	56.6	97.1	0
34.0	79.4	96.7	4.9	6.9	6.2	59.1	100.0	0
23.4	87.5	57.0	6.4	6.8	0.0	59.3	86.0	2
40.9	80.8	74.6	3.8	5.4	3.7	61.9	100.0	0
20.3	82.2	94.4	11.0	5.7	2.7	49.0	84.6	3
26.9	89.6	100.0	6.1	6.3	1.6	61.0	85.3	3
27.0	80.7	67.7	8.2	5.8	1.9	67.7	98.2	0
16.0	86.2	100.0	6.0	6.3	1.1	53.2	80.0	3
22.7	69.8	59.7	8.5	6.9	0.5	61.0	85.8	2
26.3	76.7	97.2	0.7	7.1	3.1	40.3	63.6	1
21.5	91.6	75.8	4.2	7.7	5.2	65.7	81.5	3
44.5	72.7	100.0	4.7	7.2	3.0	62.9	100.0	0
18.3	97.5	73.0	4.7	7.1	2.8	48.8	89.4	3
34.4	94.7	75.4	7.3	7.6	1.6	79.6	100.0	0
31.9	82.3	78.0	7.5	5.9	1.1	62.5	85.9	0
24.9	100.0	56.9	5.8	6.0	2.5	53.0	78.1	3
18.1	97.4	53.6	5.9	6.6	1.0	48.6	75.3	3
18.9	75.5	87.7	12.1	6.2	4.2	40.1	71.4	1
20.9	92.5	94.8	6.8	4.9	1.6	54.6	96.7	3
10.7	85.7	89.1	0.4	7.7	1.2	43.4	61.4	1
17.0	77.2	61.2	7.9	5.8	5.9	54.3	65.7	1
13.1	74.3	87.2	7.4	9.2	4.4	58.9	81.4	1
35.8	94.9	65.1	8.9	7.2	0.7	56.7	100.0	0
29.9	79.0	86.1	7.5	5.2	1.2	63.8	77.7	3
31.3	84.0	97.0	3.7	7.8	2.2	49.6	84.6	2
29.7	75.8	85.5	8.2	7.0	2.3	61.9	91.2	2
26.3	77.5	100.0	6.2	7.3	1.8	47.6	82.2	2
20.1	88.9	76.8	9.9	5.9	2.8	72.5	82.6	3
25.9	59.1	81.0	5.7	5.2	2.4	69.4	74.0	2
25.0	85.2	59.9	6.0	5.5	1.6	55.7	85.2	3
14.4	77.5	74.0	8.6	5.4	0.9	61.7	82.3	3
49.8	99.0	75.3	6.4	6.6	1.6	76.9	100.0	0
25.2	100.0	75.7	10.9	6.9	1.2	48.6	99.7	3
26.1	81.4	84.0	8.6	5.1	0.6	61.7	92.8	3
32.3	86.2	62.8	6.7	7.2	3.9	67.8	100.0	0
25.3	82.9	97.0	8.2	9.9	1.9	43.7	89.3	2
26.0	100.0	49.9	10.8	6.5	4.5	51.0	99.4	3
13.0	100.0	89.2	7.6	9.7	3.4	56.8	64.7	1
20.5	93.7	74.4	6.7	7.9	0.9	45.8	81.0	3
29.1	79.1	82.4	9.2	4.6	0.3	66.4	83.3	3
28.6	91.8	100.0	5.5	5.6	3.0	57.5	88.7	3
34.8	87.7	78.0	3.5	7.4	3.2	51.9	92.5	0
24.0	87.4	89.4	7.8	4.9	0.6	46.2	83.2	3
13.9	69.4	80.9	5.1	5.9	1.7	49.2	69.1	1
33.5	95.6	78.4	12.8	5.1	3.8	68.2	96.8	0
32.2	84.0	90.5	7.8	8.3	2.6	61.9	100.0	0
23.7	79.0	69.0	4.4	6.6	2.6	53.1	81.7	2
33.4	77.1	63.0	9.2	8.8	1.8	75.1	100.0	0
52.4	88.2	81.1	5.9	8.5	4.7	71.3	100.0	0
25.9	67.5	82.9	5.7	8.6	3.3	52.4	63.9	2
14.5	92.9	52.6	5.7	6.3	1.2	53.4	67.4	1
20.3	74.5	79.8	2.8	6.6	3.7	44.7	67.9	1
30.0	64.4	61.6	5.4	5.7	1.4	60.5	93.5	2
12.2	100.0	89.4	6.0	6.9	1.1	49.2	64.9	1
26.4	76.4	52.9	2.1	6.0	1.8	64.7	86.8	2
28.0	77.8	100.0	8.6	5.7	1.2	54.6	100.0	3
37.3	96.3	74.9	5.3	8.4	1.1	62.6	100.0	0
25.0	100.0	67.0	6.6	7.8	0.4	81.0	100.0	0
31.9	69.7	75.8	0.4	5.9	1.5	65.8	82.3	2
7.7	75.4	88.3	6.6	8.1	1.7	50.2	44.5	1
32.4	76.2	93.4	3.4	7.4	0.5	67.0	82.2	2
