DeviceID,DeviceType,ActiveHours,PowerUsage,Temperature,SignalStrength,FirmwareAge,Power6Months,PowerPerHour
3864,Light,10.39,29.2,44.78,-75.09,35,124266.39,2.8116
3865,Light,16.14,69.93,35.74,-56.67,60,302620.52,4.3322
3866,Speaker,19.35,43.7,31.5,-54.06,14,189979.48,2.258
3867,Sensor,14.49,53.1,40.65,-62.69,17,231022.35,3.6653
3868,Camera,7.67,27.12,43.03,-57.26,39,118757.38,3.5349
3869,Light,5.36,65.48,49.12,-84.27,15,281245.19,12.2085
3870,Plug,12.78,49.68,38.81,-71.94,13,215630.33,3.8885
3871,Sensor,12.44,37.14,36.81,-41.71,30,160179.71,2.9863
3872,Light,12.76,38.75,47.84,-36.87,23,168894.38,3.0376
3873,Plug,1.37,58.77,38.52,-40.63,21,253794.96,42.8469
3874,Plug,11.68,61.03,41.87,-64.39,8,261619.79,5.2238
3875,Light,10.67,78.8,24.97,-42.69,32,340061.38,7.3864
3876,Speaker,13.2,75.7,43.05,-50.49,53,323397.69,5.7358
3877,Light,14.21,8.62,34.68,-38.68,33,39946.09,0.6069
3878,Camera,10.52,30.91,30.92,-30.26,10,133048.84,2.9377
3879,Speaker,5.23,,36.47,-50.26,52,186078.05,8.2204
3880,Sensor,9.19,60.82,45.68,-58.74,55,262925.58,6.6162
3881,Speaker,16.54,47.04,35.78,-44.16,57,203889.67,2.8437
3882,Speaker,10.97,67.21,39.1,-44.45,1,291065.34,6.1281
3883,Light,12.44,35.24,53.33,-60.04,60,151463.31,2.8317
3884,Plug,16.91,76.11,27.95,-73.15,12,330709.62,4.5016
3885,Light,15.03,42.4,39.86,-62.93,47,185194.09,2.8201
3886,Plug,16.69,52.81,41.41,-51.57,45,228050.77,3.1643
3887,Sensor,15.67,81.01,30.37,-46.71,18,351156.53,5.1707
3888,Light,7.31,12.04,35.22,-57.72,6,54515.16,1.6459
3889,Plug,8.68,66.51,34.86,-66.51,27,286743.89,7.6661
3890,Sensor,14.84,69.75,33.95,-60.08,57,301135.84,4.7008
3891,Camera,12.39,14.3,39.35,-68.72,42,65374.65,1.1544
3892,Plug,12.31,43.53,52.08,-53.48,40,192103.34,3.5355
3893,Plug,12.78,20.88,31.43,-68.23,25,90278.39,1.6339
3894,Sensor,16.55,37.87,29.77,-67.68,19,162908.63,2.2885
3895,Plug,4.15,38.13,43.32,-67.94,7,163993.72,9.1912
3896,Light,11.18,21.63,41.94,-66.47,45,95049.07,1.9354
3897,Plug,11.65,5.0,28.48,-49.74,47,22263.05,0.429
3898,Light,16.35,48.92,27.91,-51.33,48,211349.82,2.9925
3899,Plug,15.39,46.1,26.83,-58.38,21,196692.55,2.9961
3900,Plug,12.34,63.31,32.12,-67.56,22,271200.85,5.1285
3901,Sensor,9.09,32.86,29.62,-52.83,54,142130.12,3.6153
3902,Sensor,11.77,55.17,44.78,-58.25,29,238870.14,4.6856
3903,Light,22.54,17.48,48.18,-82.59,9,76600.72,0.7757
3904,Light,15.66,81.39,41.5,-83.07,53,352774.74,5.1986
3905,Light,14.78,,47.39,-38.14,59,199444.45,3.1352
3906,Camera,15.5,57.29,30.87,-56.89,43,246293.83,3.6967
3907,Plug,10.17,75.87,55.98,-65.01,32,326685.78,7.4629
3908,Camera,14.13,60.03,33.84,-58.15,44,261194.54,4.2496
3909,Camera,20.8,79.3,34.91,-61.98,8,340439.73,3.8122
3910,Light,14.72,52.37,26.42,-67.93,40,225615.04,3.557
3911,Light,7.83,78.4,34.65,-68.74,27,336340.89,10.0071
3912,Plug,13.63,55.57,21.96,-70.17,4,242441.71,4.0769
3913,Light,14.5,57.78,42.4,-45.15,43,248610.25,3.985
3914,Sensor,15.4,29.75,29.06,-64.99,1,128553.02,1.9319
3915,Plug,13.59,36.12,31.45,-49.89,20,157326.65,2.6572
3916,Speaker,15.24,11.23,29.93,-69.13,13,48156.74,0.7372
3917,Light,18.36,48.19,28.24,-54.38,32,206257.3,2.6251
3918,Plug,18.37,26.6,36.03,-65.89,30,112249.05,1.4486
3919,Light,12.17,15.02,37.76,-61.57,27,68140.35,1.2341
3920,Sensor,15.0,39.74,32.91,-48.82,17,170981.11,2.6498
3921,Camera,5.51,67.32,25.07,-39.25,48,292679.09,12.2196
3922,Light,9.11,68.94,39.24,-71.39,51,296355.22,7.5673
3923,Light,9.58,44.42,41.23,-48.53,1,190733.94,4.6383
3924,Sensor,11.62,24.49,32.03,-59.94,30,104530.15,2.1084
3925,Plug,6.72,78.73,30.36,-64.1,17,339338.27,11.7101
3926,Plug,12.37,87.74,36.75,-52.42,51,378634.57,7.0906
3927,Camera,8.47,56.91,41.22,-58.54,9,244950.9,6.7234
3928,Light,6.69,31.47,32.88,-43.96,16,136092.9,4.706
3929,Light,3.82,51.26,32.27,-57.26,15,220875.83,13.4257
3930,Camera,9.64,65.1,55.23,-61.62,14,281472.23,6.7538
3931,Speaker,13.17,14.91,51.65,-57.14,26,63243.71,1.1323
3932,Light,13.75,30.97,43.39,-70.42,51,131435.06,2.2523
3933,Speaker,14.24,112.2,44.91,-47.53,18,484119.94,7.878
3934,Light,11.45,87.13,27.51,-54.57,41,377507.45,7.6094
3935,Light,13.18,71.7,28.07,-52.68,50,310468.72,5.4412
3936,Plug,11.13,48.37,46.39,-50.88,13,209156.72,4.345
3937,Sensor,9.88,59.89,40.62,-72.37,31,257894.97,6.0633
3938,Sensor,6.86,56.04,50.3,-38.09,23,243627.38,8.1636
3939,Speaker,8.96,,42.97,-46.79,26,262455.14,6.7738
3940,Plug,8.31,60.59,44.24,-57.27,12,262097.66,7.2884
3941,Light,15.2,61.73,37.6,-62.68,9,267508.63,4.0613
3942,Plug,8.97,39.1,23.61,-48.24,53,169434.55,4.3609
3943,Light,14.61,70.38,32.83,-64.79,4,304927.09,4.8171
3944,Camera,10.67,58.56,44.29,-58.33,20,251487.61,5.4865
3945,Sensor,17.37,12.64,22.07,-60.78,49,51820.34,0.7276
3946,Camera,7.57,41.09,35.13,-53.13,39,176839.57,5.4308
3947,Light,6.51,20.33,39.66,-50.33,19,86598.98,3.1242
3948,Light,15.0,28.95,40.7,-64.11,30,126777.79,1.9303
3949,Light,14.06,19.58,38.74,-41.13,28,86515.36,1.3924
3950,Speaker,11.66,76.77,34.36,-51.7,54,333938.73,6.5836
3951,Speaker,13.63,28.1,23.48,-76.81,35,119683.33,2.0619
3952,Camera,10.43,24.56,40.04,-62.37,30,106801.67,2.3546
3953,Plug,11.69,49.95,37.55,-64.93,14,217907.13,4.2722
3954,Plug,3.98,70.45,42.3,-69.22,29,305223.68,17.6822
3955,Speaker,12.79,22.51,40.63,-55.46,4,98720.62,1.7598
3956,Plug,7.93,90.82,31.75,-51.53,50,391720.66,11.4477
3957,Plug,20.57,52.42,38.05,-76.89,52,225877.96,2.5481
3958,Speaker,18.58,52.61,35.01,-39.13,25,225190.06,2.832
3959,Plug,3.99,62.67,46.45,-64.33,45,272264.38,15.6988
3960,Light,8.91,48.43,42.58,-47.02,42,209567.13,5.432
3961,Speaker,9.92,97.36,41.02,-50.35,19,421211.36,9.8178
3962,Speaker,7.84,51.54,26.36,-51.09,17,221488.73,6.5767
3963,Camera,12.36,62.27,35.75,-55.42,26,268648.12,5.0377
3964,Light,11.46,27.83,37.82,-59.58,52,117053.16,2.4279
3965,Plug,16.11,80.15,12.7,-60.42,16,346366.07,4.9751
3966,Camera,19.96,28.6,29.62,-65.05,22,125107.13,1.4325
3967,Sensor,6.16,,38.59,-47.96,45,26718.24,1.0103
3968,Light,16.94,54.52,45.55,-37.73,19,238127.95,3.2186
3969,Sensor,10.24,60.27,38.49,-57.27,39,261644.39,5.8864
3970,Speaker,,49.12,22.7,-48.93,36,211531.73,3.4412
3971,Plug,18.06,49.25,29.66,-57.12,29,212929.15,2.7273
3972,Light,14.13,58.45,39.62,-67.32,38,249454.99,4.1368
3973,Camera,13.52,91.52,33.72,-80.62,30,394909.84,6.7699
3974,Light,11.3,38.87,36.4,-77.49,6,168806.42,3.4414
3975,Camera,16.39,44.19,26.1,-54.98,2,188922.76,2.6959
3976,Light,10.33,36.41,42.98,-50.1,18,156564.0,3.5239
3977,Light,14.89,21.61,27.14,-39.53,51,94850.13,1.4514
3978,Light,15.26,53.86,35.54,-44.93,35,234285.34,3.5293
3979,Light,10.01,25.09,45.86,-62.98,31,107783.92,2.5062
3980,Light,18.13,83.88,37.02,-51.41,1,363099.23,4.6266
3981,Camera,14.36,87.38,35.76,-67.31,39,376661.22,6.0861
3982,Plug,12.55,55.6,28.2,-32.29,43,239417.4,4.4288
3983,Speaker,11.72,49.86,44.54,-48.62,32,216552.84,4.2554
3984,Speaker,13.27,39.58,38.88,-51.98,50,167662.75,2.9821
3985,Plug,10.51,50.64,25.84,-78.91,10,218476.49,4.8183
3986,Speaker,7.04,56.62,39.55,-90.0,45,243106.89,8.0423
3987,Speaker,10.26,54.63,39.95,-66.04,14,235524.07,5.3252
3988,Plug,23.65,88.07,28.86,-48.37,47,382010.12,3.7244
3989,Light,13.04,40.29,42.86,-64.44,21,178430.76,3.0899
3990,Speaker,7.72,44.66,21.44,-51.4,51,193147.6,5.784
3991,Sensor,10.66,64.11,27.89,-57.01,1,277495.27,6.012
3992,Plug,11.85,58.58,37.94,-48.53,19,253200.9,4.9416
3993,Speaker,15.84,55.3,26.38,-59.85,31,237569.79,3.491
3994,Plug,11.44,5.0,24.59,-78.16,48,22689.87,0.4371
3995,Sensor,10.01,81.76,16.29,-33.31,18,352697.35,8.1639
3996,Light,7.47,72.82,41.76,-63.24,24,315277.29,9.7447
3997,Camera,13.03,70.07,43.66,-71.67,34,304046.42,5.379
3998,Light,9.25,25.4,46.39,-59.54,26,108159.47,2.7462
3999,Camera,6.98,21.34,43.12,-72.15,54,91437.84,3.0567
4000,Plug,13.56,,46.53,-41.71,28,380433.07,6.5054
4001,Plug,10.73,20.64,42.68,-65.93,25,87425.24,1.9224
4002,Light,14.34,74.92,37.42,-46.93,35,326374.67,5.2251
4003,Plug,13.65,81.51,33.03,-69.21,60,351006.11,5.9709
4004,Sensor,10.69,31.93,33.16,-54.59,42,136427.69,2.9878
4005,Speaker,13.45,89.23,28.91,-57.15,13,386734.1,6.6333
4006,Light,19.14,36.06,20.84,-66.11,19,155705.05,1.8836
4007,Camera,7.7,55.63,38.8,-54.8,29,242818.42,7.22
4008,Speaker,9.04,53.75,35.9,-43.4,1,231224.26,5.9484
4009,Camera,12.52,56.44,42.78,-62.28,26,243453.57,4.5089
4010,Light,13.4,90.54,42.41,-61.47,21,389224.17,6.7572
4011,Speaker,14.62,55.5,34.75,-48.3,57,241526.45,3.7971
4012,Speaker,8.6,52.74,18.37,-63.19,57,229422.94,6.1351
4013,Camera,15.86,67.05,59.02,-73.05,37,288509.66,4.2275
4014,Camera,13.1,64.2,41.48,-51.5,18,278160.69,4.9012
4015,Speaker,11.69,99.84,53.76,-47.42,9,428668.76,8.5396
4016,Plug,5.86,5.0,35.55,-64.74,4,19333.55,0.8535
4017,Light,16.12,36.34,48.96,-66.81,10,159135.13,2.2553
4018,Sensor,8.66,75.36,31.43,-56.3,56,323481.09,8.6994
4019,Sensor,8.33,32.62,46.87,-31.92,47,140495.31,3.9149
4020,Plug,14.31,,46.22,-59.18,36,174717.25,2.8194
4021,Light,12.98,90.62,35.22,-64.07,2,392165.93,6.9813
4022,Camera,13.12,53.56,26.56,-59.23,34,230158.4,4.0817
4023,Sensor,21.43,59.04,37.61,-72.57,42,251396.23,2.7545
4024,Light,9.01,89.66,40.97,-70.97,30,389271.17,9.9492
4025,Sensor,16.83,86.18,29.0,-61.85,59,371290.62,5.1199
4026,Light,13.45,26.71,37.12,-70.52,43,114153.38,1.986
4027,Plug,21.89,86.49,35.62,-51.12,15,372095.06,3.9518
4028,Speaker,13.8,41.49,41.46,-67.36,7,179905.73,3.006
4029,Camera,11.7,,44.38,-64.12,27,177602.51,3.4932
4030,Camera,11.45,64.44,36.57,-82.28,7,278297.45,5.6294
4031,Sensor,11.02,81.94,54.78,-64.25,31,354431.58,7.4351
4032,Light,8.5,81.86,38.62,-85.12,9,349061.7,9.6273
4033,Camera,17.78,88.82,45.01,-54.5,36,383584.24,4.9967
4034,Plug,10.1,94.11,23.61,-67.46,56,408377.52,9.3136
4035,Camera,11.45,54.27,20.91,-79.85,44,235545.01,4.7397
4036,Camera,12.52,35.43,36.09,-65.08,12,151613.17,2.8307
4037,Light,13.85,24.92,49.87,-69.74,31,106614.48,1.7994
4038,Camera,14.91,41.91,41.64,-77.08,15,182213.8,2.8108
4039,Plug,18.36,58.98,41.75,-61.79,57,257185.22,3.2125
4040,Speaker,10.5,66.32,25.14,-64.81,8,286479.4,6.316
4041,Light,13.58,61.4,40.64,-60.27,54,264783.28,4.5227
4042,Light,5.76,67.72,23.9,-49.81,35,293286.32,11.7489
4043,Camera,9.43,59.55,61.62,-70.11,55,259437.29,6.3153
4044,Camera,12.13,87.37,32.15,-65.08,43,375682.22,7.2029
4045,Camera,11.12,67.74,47.82,-52.07,48,291588.62,6.0947
4046,Plug,16.62,47.85,27.08,-54.6,27,208107.93,2.8791
4047,Sensor,14.31,36.18,39.5,-45.71,36,156028.55,2.528
4048,Light,13.37,77.47,42.17,-41.28,50,332317.45,5.7958
4049,Plug,10.18,81.15,32.1,-73.72,35,351906.77,7.9727
4050,Camera,11.69,32.02,40.82,-64.71,26,138984.61,2.7399
4051,Sensor,13.7,37.05,43.83,-50.2,25,158343.66,2.7039
4052,Light,20.6,45.39,56.51,-74.06,2,196447.98,2.2038
4053,Light,13.71,16.13,27.93,-64.29,26,69012.64,1.1762
4054,Plug,10.12,48.43,39.55,-72.45,41,207107.46,4.7837
4055,Light,16.06,99.38,8.0,-53.56,34,428685.98,6.1863
4056,Plug,12.8,88.07,43.83,-56.34,59,380505.33,6.8795
4057,Sensor,3.97,79.19,26.91,-49.64,10,342892.71,19.9388
4058,Plug,9.14,96.35,44.28,-69.77,21,418776.63,10.5355
4059,Light,12.2,40.2,50.79,-51.57,48,174092.54,3.2949
4060,Speaker,10.6,61.88,35.92,-35.62,16,265394.13,5.8361
4061,Sensor,13.11,28.83,34.16,-71.61,18,124575.17,2.1994
4062,Plug,13.76,75.5,44.85,-37.11,49,325003.86,5.4858
4063,Plug,9.93,32.63,48.47,-55.39,47,141106.95,3.2857
4064,Speaker,15.42,62.61,22.73,-78.84,55,270869.23,4.0591
4065,Camera,19.16,34.2,28.62,-45.61,57,146264.59,1.7849
4066,Plug,17.57,43.57,40.7,-46.21,36,188944.35,2.4797
4067,Plug,13.94,86.35,34.1,-52.45,50,374613.6,6.1945
4068,Sensor,15.64,45.09,31.5,-61.73,57,192798.72,2.883
4069,Light,14.96,70.02,44.99,-46.57,48,302641.27,4.6813
4070,Sensor,8.3,37.06,36.89,-62.26,10,159265.82,4.465
4071,Light,11.01,76.36,32.74,-49.72,30,330590.14,6.9371
4072,Light,9.7,72.47,34.58,-61.62,24,311194.64,7.4697
4073,Plug,12.64,51.83,35.18,-64.88,55,224997.9,4.102
4074,Plug,16.87,35.45,49.99,-55.27,22,152598.91,2.1017
4075,Plug,10.02,13.21,24.08,-75.25,24,55332.57,1.3189
4076,Light,6.7,66.27,37.38,-60.79,35,285788.43,9.8953
4077,Speaker,11.63,68.66,39.14,-49.58,8,296833.86,5.9022
4078,Light,17.92,104.42,46.65,-55.09,20,453001.83,5.8263
4079,Camera,8.38,65.75,26.08,-72.34,49,285036.43,7.8418
4080,Light,12.66,50.93,28.89,-64.79,7,218927.39,4.0227
4081,Sensor,6.39,48.58,33.36,-47.76,43,209735.25,7.597
4082,Camera,9.41,45.76,41.31,-83.1,50,197661.96,4.8625
4083,Sensor,9.87,35.74,49.62,-50.65,2,155782.68,3.6207
4084,Light,17.05,44.14,41.15,-66.12,2,190317.64,2.5887
4085,Camera,9.02,33.7,25.21,-57.89,26,144777.18,3.736
4086,Speaker,17.79,38.37,49.56,-46.32,3,164954.0,2.1566
4087,Light,17.19,60.32,41.91,-63.5,21,264564.15,3.5096
4088,Light,8.83,5.0,33.62,-62.62,37,18970.53,0.5662
4089,Speaker,14.5,103.24,33.73,-65.47,41,446416.78,7.1219
4090,Speaker,7.66,79.57,36.11,-74.51,5,342452.82,10.3831
4091,Camera,14.64,71.66,28.04,-55.17,31,306480.07,4.8963
4092,Light,17.39,67.6,39.0,-66.24,2,292008.2,3.8868
4093,Light,10.73,58.11,40.53,-63.2,48,252072.11,5.4127
4094,Speaker,12.45,56.05,35.95,-56.49,47,240918.59,4.5017
4095,Plug,3.51,69.14,35.02,-69.59,35,301077.68,19.7083
4096,Light,17.49,64.13,43.1,-62.26,33,275197.66,3.6665
4097,Plug,7.4,68.83,39.76,-50.71,3,296225.26,9.3078
4098,Light,11.94,52.17,27.48,-62.41,44,224718.99,4.3694
4099,Camera,13.31,38.43,42.04,-71.91,28,163126.55,2.8887
4100,Sensor,16.15,78.87,38.66,-54.4,19,340933.81,4.8822
4101,Camera,11.02,56.89,51.83,-64.96,3,247242.63,5.1634
4102,Plug,15.07,51.0,8.0,-73.2,24,221993.46,3.3832
4103,Sensor,10.54,69.31,37.14,-49.56,60,301301.17,6.5741
4104,Plug,6.33,29.08,24.23,-39.85,38,123732.83,4.5927
4105,Speaker,17.02,,40.06,-70.33,10,232917.74,3.1473
4106,Light,10.61,34.8,41.84,-44.93,16,150007.7,3.2815
4107,Camera,9.48,46.51,24.8,-58.18,17,200187.39,4.9083
4108,Camera,9.85,36.16,31.48,-57.53,35,159049.03,3.6721
4109,Light,5.22,79.67,36.21,-58.9,7,343113.31,15.2535
4110,Camera,13.09,56.89,32.29,-52.29,34,246248.61,4.3452
4111,Camera,7.52,46.89,35.33,-60.19,40,201908.99,6.2336
4112,Light,17.59,35.98,58.24,-48.22,57,151485.83,2.0456
4113,Plug,11.47,52.81,31.45,-33.41,49,227873.01,4.6061
4114,Sensor,16.44,55.86,23.22,-43.45,12,241740.75,3.3983
4115,Plug,7.59,73.28,29.38,-64.3,11,314945.2,9.6585
4116,Light,10.2,53.47,36.38,-60.73,59,225468.31,5.2418
4117,Light,15.76,81.77,39.71,-67.43,55,353341.76,5.1869
4118,Speaker,16.78,33.62,39.16,-35.91,27,145034.11,2.0033
4119,Light,16.7,39.38,30.67,-56.08,3,168620.05,2.3585
4120,Camera,13.86,49.63,44.63,-36.11,40,211375.85,3.5817
4121,Light,7.35,75.77,21.57,-48.16,18,326714.16,10.3099
4122,Plug,15.72,32.4,52.28,-57.52,21,139623.26,2.0608
4123,Camera,7.62,,27.45,-49.35,16,259976.51,7.8911
4124,Camera,9.48,37.91,46.51,-46.31,48,161670.89,3.9979
4125,Light,14.67,58.21,45.13,-52.57,36,251605.19,3.9677
4126,Camera,9.49,32.37,32.84,-58.03,30,139253.71,3.4126
4127,Camera,10.21,55.1,37.47,-46.26,11,235904.78,5.3954
4128,Light,10.93,74.08,22.76,-60.95,25,323204.4,6.7767
4129,Camera,15.74,76.85,24.88,-56.55,18,332365.58,4.8838
4130,Speaker,15.39,74.54,48.48,-46.27,10,325030.87,4.8435
4131,Speaker,20.97,117.23,26.33,-73.6,53,505335.21,5.5915
4132,Plug,14.27,46.84,42.12,-64.7,46,202648.79,3.2833
4133,Light,16.16,37.43,50.31,-45.52,50,160711.81,2.3161
4134,Light,8.73,59.04,53.74,-79.49,41,255688.46,6.7634
4135,Camera,15.74,61.45,27.97,-70.68,49,265732.5,3.9048
4136,Sensor,16.93,53.17,37.05,-50.25,9,232291.7,3.1399
4137,Plug,14.91,62.93,39.5,-59.68,58,270840.98,4.2209
4138,Speaker,4.92,40.79,49.1,-44.61,22,175731.4,8.2961
4139,Camera,5.72,43.17,54.74,-64.47,14,189672.64,7.5474
4140,Sensor,9.78,72.39,48.68,-83.54,34,314804.53,7.4019
4141,Plug,12.84,45.37,38.25,-70.48,40,195500.75,3.534
4142,Sensor,8.21,16.41,32.22,-63.72,37,68204.73,1.9972
4143,Light,13.84,61.52,53.5,-43.91,27,264998.02,4.4446
4144,Speaker,11.21,39.81,33.95,-79.21,36,171902.53,3.5519
4145,Plug,,61.41,30.55,-73.41,36,262864.81,4.4304
4146,Camera,13.31,62.76,38.76,-54.32,41,274095.1,4.716
4147,Speaker,8.76,23.35,28.6,-62.96,38,101207.49,2.6661
4148,Light,14.0,25.74,42.56,-48.06,58,111161.95,1.8388
4149,Plug,,65.79,34.85,-59.56,14,282716.16,4.5401
4150,Plug,9.79,49.77,40.9,-68.87,35,217066.82,5.0838
4151,Speaker,11.51,71.45,32.45,-72.97,47,307981.22,6.2061
4152,Speaker,9.72,57.26,31.63,-61.74,19,245914.56,5.8918
4153,Speaker,10.02,46.92,33.92,-69.28,1,199828.5,4.6831
4154,Plug,10.61,67.85,21.66,-61.68,22,292600.37,6.3918
4155,Speaker,15.05,52.36,25.03,-69.8,3,225911.94,3.4796
4156,Speaker,4.99,13.61,38.96,-51.31,55,57099.21,2.7263
4157,Light,15.79,69.7,44.71,-75.58,7,302606.27,4.4158
4158,Speaker,16.55,80.45,33.9,-52.35,59,346581.68,4.8597
4159,Speaker,13.4,58.29,33.71,-72.85,26,251941.61,4.3508
4160,Light,15.18,63.55,35.34,-40.07,34,273609.95,4.1855
4161,Camera,16.86,31.86,35.58,-53.87,8,138159.83,1.89
4162,Plug,6.46,29.9,40.35,-61.15,12,129434.63,4.6293
4163,Sensor,7.84,89.04,51.41,-67.09,5,384016.68,11.3583
4164,Sensor,16.69,34.39,22.84,-82.57,15,148718.32,2.0605
4165,Plug,15.49,38.06,39.39,-82.43,48,162257.39,2.4575
4166,Speaker,16.04,44.01,55.79,-51.07,54,188707.59,2.7443
4167,Plug,5.94,81.93,35.79,-63.15,1,352353.77,13.7962
4168,Light,16.78,27.99,33.33,-60.2,22,121388.94,1.6684
4169,Sensor,2.71,61.12,34.23,-42.03,51,263371.73,22.5655
4170,Camera,17.29,50.19,33.42,-71.66,29,213923.82,2.9026
4171,Light,15.8,52.79,37.18,-62.49,29,230903.77,3.3406
4172,Speaker,12.24,29.36,28.4,-70.75,34,127791.09,2.3977
4173,Light,7.31,36.63,33.31,-63.35,44,157261.91,5.0134
4174,Plug,17.33,63.99,54.03,-51.51,57,275678.93,3.693
4175,Camera,13.26,38.8,41.88,-77.3,2,164743.65,2.9259
4176,Speaker,9.13,14.15,42.15,-83.86,45,60444.79,1.5492
4177,Camera,12.74,65.22,43.5,-48.94,15,281927.83,5.1212
4178,Plug,9.79,50.57,54.53,-61.96,56,222676.76,5.1675
4179,Plug,9.67,42.46,39.01,-52.67,44,183922.27,4.3923
4180,Camera,3.55,53.9,38.24,-60.5,1,231582.86,15.1633
4181,Camera,16.2,62.53,33.03,-66.35,51,270269.22,3.8586
4182,Speaker,4.16,81.54,44.07,-42.84,36,354169.31,19.5993
4183,Light,15.33,41.17,37.35,-63.68,5,180111.52,2.6861
4184,Camera,17.52,49.53,45.6,-63.32,23,213770.42,2.8276
4185,Light,4.82,58.2,26.27,-59.64,21,253840.98,12.0812
4186,Camera,14.8,31.71,23.66,-63.68,1,137575.19,2.1419
4187,Speaker,11.96,13.02,30.18,-52.56,50,51859.46,1.0886
4188,Plug,6.16,42.16,48.2,-62.1,3,181240.08,6.8384
4189,Light,14.62,77.3,45.4,-50.97,59,333281.07,5.2872
4190,Camera,12.06,56.09,49.38,-90.0,7,241859.92,4.6508
4191,Plug,14.64,33.89,31.05,-68.61,56,143529.07,2.3142
4192,Camera,12.25,63.71,28.23,-67.35,31,278049.83,5.2025
4193,Light,14.17,60.07,48.44,-74.71,29,259536.71,4.2396
4194,Light,17.67,65.28,39.54,-63.8,18,281795.53,3.694
4195,Speaker,9.62,39.28,41.23,-85.72,26,169584.11,4.0827
4196,Light,10.79,63.82,22.74,-29.96,54,274696.65,5.9123
4197,Plug,10.52,38.18,42.46,-65.81,45,164253.15,3.6291
4198,Speaker,10.33,55.2,39.22,-46.67,47,237331.81,5.3412
4199,Camera,15.04,64.99,44.13,-68.13,16,282625.56,4.3221
4200,Plug,12.99,48.9,42.21,-55.58,11,212691.67,3.7641
4201,Plug,10.13,89.27,39.93,-51.9,26,386954.39,8.8165
4202,Light,7.69,72.52,31.85,-55.35,36,314702.76,9.4275
4203,Plug,12.88,44.35,23.93,-49.14,37,192585.63,3.4429
4204,Plug,14.64,78.57,47.57,-41.38,21,339040.46,5.368
4205,Light,18.44,,44.93,-46.77,50,184778.49,2.3395
4206,Light,12.56,45.48,34.96,-67.88,15,196380.81,3.62
4207,Speaker,10.4,66.38,23.82,-50.35,55,286219.29,6.381
4208,Camera,2.49,69.27,39.69,-53.88,50,298174.42,27.8195
4209,Sensor,8.2,72.42,32.32,-56.72,24,313405.43,8.8365
4210,Speaker,8.69,105.66,18.51,-40.19,11,455947.02,12.1573
4211,Sensor,15.19,36.26,38.2,-64.72,53,155522.63,2.3871
4212,Sensor,11.55,73.09,35.11,-90.0,43,315464.47,6.3265
4213,Light,18.08,128.83,34.26,-77.35,22,559439.15,7.1269
4214,Sensor,11.37,25.58,19.61,-63.84,1,110370.73,2.2508
4215,Plug,11.97,76.12,43.24,-69.14,4,327338.44,6.3584
4216,Light,6.81,91.45,44.11,-66.08,19,396936.29,13.4319
4217,Camera,7.9,65.18,42.59,-42.56,9,280820.95,8.2519
4218,Speaker,10.72,75.4,37.3,-50.83,24,326738.22,7.0317
4219,Plug,12.54,34.24,35.8,-64.17,17,150015.87,2.7311
4220,Plug,11.92,23.14,22.75,-71.5,41,101547.52,1.9422
4221,Speaker,11.71,36.25,38.85,-61.63,55,157106.64,3.0966
4222,Sensor,14.29,75.83,39.83,-60.02,31,327587.88,5.3066
4223,Plug,10.1,39.11,50.59,-60.22,15,170807.6,3.8723
4224,Sensor,4.59,19.67,38.69,-70.67,23,85422.43,4.2856
4225,Camera,9.37,64.38,52.77,-57.13,41,278608.8,6.8673
4226,Camera,7.27,46.83,40.44,-50.36,11,202120.83,6.4439
4227,Camera,7.56,75.57,32.5,-66.29,30,329754.36,10.0009
4228,Plug,14.55,67.45,34.31,-86.17,34,291208.57,4.6348
4229,Speaker,11.78,69.66,43.02,-69.89,48,299881.76,5.9131
4230,Plug,14.45,60.85,52.15,-56.71,60,263760.12,4.2099
4231,Light,16.17,,48.65,-50.84,23,291360.59,4.167
4232,Sensor,9.53,62.72,22.8,-51.37,14,268655.06,6.5814
4233,Sensor,10.26,65.19,26.41,-44.17,44,282364.82,6.3535
4234,Camera,10.16,55.26,41.95,-64.2,19,239694.84,5.4397
4235,Plug,8.74,46.61,33.82,-81.87,33,201955.17,5.3309
4236,Plug,10.68,73.86,37.39,-50.53,47,319835.32,6.9133
4237,Plug,13.25,96.45,32.43,-62.02,46,416571.14,7.2779
4238,Plug,20.02,46.56,48.6,-50.96,30,201803.16,2.3252
4239,Sensor,13.11,60.52,41.87,-56.31,56,262471.94,4.6176
4240,Plug,13.47,46.21,34.81,-41.14,53,200571.83,3.4307
4241,Light,12.57,65.93,39.13,-44.79,3,285820.59,5.2452
4242,Plug,16.75,14.97,37.13,-49.13,54,65445.44,0.8935
4243,Sensor,14.88,96.03,29.8,-66.82,46,414553.06,6.4526
4244,Light,12.12,84.9,36.56,-58.98,1,366034.54,7.008
4245,Speaker,13.51,31.67,48.03,-74.36,32,136816.67,2.3445
4246,Plug,7.84,79.59,29.28,-57.19,53,343654.78,10.147
4247,Speaker,7.81,46.84,37.85,-73.77,2,201798.97,5.9968
4248,Plug,14.78,31.98,34.87,-52.93,26,137124.17,2.1637
4249,Plug,4.06,42.01,35.83,-61.39,56,181281.14,10.3489
4250,Sensor,17.41,42.42,45.61,-38.13,20,181781.36,2.4362
4251,Light,5.1,66.75,26.85,-51.7,4,290069.09,13.0846
4252,Light,12.23,63.2,52.44,-42.98,39,271998.16,5.1659
