StudentID,Age,StudyHours,AttendanceRate,AssignmentsCompleted,OnlineActivity,SleepHours,SocialActivity,MidtermScore,FinalScore,GPA,GradePoints,PerformanceIndex,Major,City,Gender
6933,27,11.1,70.7,95.0,7.3,6.4,2.6,42.7,66.3,2.8,69.99,54.48,AI,Đà Nẵng,Male
6934,26,25.7,70.5,100.0,3.2,8.3,1.8,60.1,77.4,2.94,73.39,68.71,CS,Đà Nẵng,Male
6935,23,24.4,76.9,75.5,6.3,4.7,1.2,53.6,85.2,3.35,83.65,69.38,DS,Đà Nẵng,Female
6936,30,30.8,95.1,93.8,6.4,4.3,4.7,64.1,97.6,4.0,100.0,80.81,IT,Đà Nẵng,Female
6937,20,23.5,81.6,76.8,10.1,8.2,0.0,42.6,63.3,2.75,68.73,52.96,CS,Hà Nội,Male
6938,18,16.7,79.7,66.0,,8.1,2.8,47.4,87.7,3.7,92.39,67.53,CE,Cần Thơ,Female
6939,21,25.1,79.5,73.6,,8.5,4.5,59.5,75.4,2.68,66.92,67.45,SE,Cần Thơ,Male
6940,20,,83.6,81.3,6.7,7.8,1.3,46.9,70.6,2.78,69.62,58.71,AI,Cần Thơ,Male
6941,29,9.6,100.0,53.2,,7.0,2.5,44.7,63.9,2.32,58.11,54.31,AI,Đà Nẵng,Male
6942,18,30.8,83.5,89.4,1.5,6.7,3.9,61.9,93.5,3.53,88.24,77.67,SE,Cần Thơ,Male
6943,20,29.6,77.1,81.3,7.2,5.1,0.0,62.0,92.1,3.56,88.89,77.06,SE,Hà Nội,Male
6944,21,28.7,85.3,95.0,0.0,7.2,2.4,70.8,99.4,3.92,97.94,85.07,CE,TP.HCM,Male
6945,30,35.4,100.0,89.1,5.9,5.3,0.1,69.9,100.0,3.89,97.22,84.93,CE,Huế,Female
6946,30,19.7,80.0,81.8,8.6,10.0,3.9,61.9,87.9,2.99,74.66,74.88,CS,Đà Nẵng,Female
6947,25,13.6,73.2,74.7,,5.8,1.3,45.4,59.2,2.42,60.48,52.31,IT,Đà Nẵng,Male
6948,26,,80.0,100.0,7.8,6.9,5.2,37.6,70.1,2.79,69.64,53.83,CS,Đà Nẵng,Male
6949,20,22.2,86.3,100.0,5.3,8.8,1.1,51.4,66.8,2.92,72.97,59.1,SE,TP.HCM,Female
6950,23,18.3,91.9,74.9,7.4,6.6,3.2,46.4,77.1,3.07,76.66,61.75,IT,TP.HCM,Female
6951,27,24.4,95.1,95.6,12.3,6.6,1.2,57.1,99.9,3.62,90.5,78.5,CS,Cần Thơ,Female
6952,28,20.1,74.5,69.4,6.2,3.9,2.1,48.9,71.4,2.58,64.58,60.12,AI,Huế,Male
6953,22,10.3,75.5,71.2,8.4,5.4,2.5,46.0,75.8,2.69,67.28,60.9,DS,Hà Nội,Male
6954,23,21.5,81.8,74.2,4.9,7.7,2.5,48.3,68.0,2.67,66.65,58.17,CE,Huế,Male
6955,21,15.9,91.8,90.3,8.7,9.0,5.0,52.3,63.6,2.86,71.55,57.98,CE,Hà Nội,Male
6956,27,26.9,72.4,63.9,8.3,5.9,4.6,58.8,94.5,3.88,96.98,76.63,AI,Huế,Male
6957,23,19.8,78.9,100.0,4.5,7.2,1.4,51.9,74.4,3.0,75.11,63.16,DS,Huế,Female
6958,24,33.9,79.1,94.1,7.9,10.0,2.6,51.3,83.0,3.1,77.48,67.13,AI,Huế,Male
6959,26,37.8,94.4,89.9,8.1,7.7,0.8,74.2,100.0,4.0,100.0,87.12,AI,TP.HCM,Female
6960,27,30.4,90.3,75.6,7.8,8.2,0.4,66.0,99.5,3.92,98.05,82.76,SE,TP.HCM,Female
6961,24,12.6,94.0,92.4,5.9,6.1,1.5,47.1,78.0,3.17,79.35,62.57,SE,Huế,Male
6962,23,37.0,98.4,36.2,9.1,8.9,5.0,54.0,97.7,4.0,100.0,75.82,CE,Đà Nẵng,Male
6963,18,,81.9,86.6,3.7,6.2,0.0,67.8,92.2,3.59,89.87,79.98,SE,Huế,Female
6964,19,25.2,73.1,82.4,6.0,6.0,3.4,50.9,76.8,3.13,78.17,63.81,DS,Cần Thơ,Female
6965,18,35.6,73.2,51.7,6.3,8.8,3.2,58.5,93.4,4.0,100.0,75.97,IT,Cần Thơ,Male
6966,26,20.6,66.6,86.1,8.9,6.2,1.4,49.8,81.2,3.5,87.47,65.51,IT,Đà Nẵng,Female
6967,27,10.1,80.4,88.9,3.6,7.0,3.5,55.5,54.3,2.35,58.85,54.92,SE,Huế,Female
6968,27,18.9,81.2,52.2,6.6,9.0,3.5,52.5,72.1,3.36,84.0,62.28,CS,Đà Nẵng,Female
6969,26,38.8,92.9,62.2,4.8,5.9,2.4,67.2,100.0,4.0,100.0,83.61,DS,TP.HCM,Female
6970,24,13.1,,100.0,6.3,6.7,2.3,43.7,79.1,3.47,86.69,61.37,DS,Đà Nẵng,Male
6971,30,25.0,80.1,77.2,7.0,6.3,2.1,56.0,77.9,2.91,72.72,66.96,SE,Đà Nẵng,Male
6972,19,25.3,83.8,94.6,2.8,6.6,1.2,56.5,78.7,2.91,72.75,67.6,SE,Cần Thơ,Female
6973,23,20.9,74.6,96.9,9.2,7.0,2.7,56.4,82.4,3.04,76.09,69.4,SE,Cần Thơ,Female
6974,28,21.5,95.3,85.9,7.1,8.6,1.7,51.4,64.0,2.73,68.26,57.69,AI,Hà Nội,Female
6975,21,25.6,77.1,95.3,3.9,9.0,2.7,49.7,75.8,3.18,79.56,62.73,DS,Hà Nội,Female
6976,18,20.5,73.6,48.3,5.1,7.2,1.6,48.1,78.1,3.22,80.4,63.11,SE,TP.HCM,Female
6977,18,13.6,93.2,76.5,9.7,6.1,1.5,48.5,74.7,2.78,69.41,61.63,CE,Đà Nẵng,Female
6978,29,26.7,90.7,33.8,7.0,7.8,1.7,58.5,91.1,3.84,95.95,74.81,AI,Cần Thơ,Female
6979,22,33.6,67.8,53.8,3.6,7.0,4.4,60.3,76.9,3.02,75.46,68.61,CS,Đà Nẵng,Male
6980,29,32.0,93.6,71.8,4.0,7.0,0.4,55.6,85.1,3.36,84.05,70.34,SE,Hà Nội,Male
6981,19,18.5,77.6,70.0,7.6,5.8,5.2,49.9,82.8,3.46,86.38,66.34,DS,Đà Nẵng,Male
6982,21,15.0,81.3,80.6,7.9,5.1,3.7,53.6,70.4,2.78,69.62,62.0,DS,Đà Nẵng,Female
6983,18,22.7,86.9,79.7,6.9,7.0,0.2,64.6,85.1,3.39,84.65,74.87,CS,Cần Thơ,Female
6984,21,37.5,90.9,82.0,5.3,5.7,1.6,74.2,100.0,3.72,92.89,87.08,SE,Đà Nẵng,Male
6985,28,30.2,89.5,82.6,8.0,6.4,0.1,60.6,94.4,3.47,86.8,77.48,DS,Cần Thơ,Female
6986,23,30.6,84.5,85.0,5.2,8.8,3.5,59.5,87.9,3.72,93.0,73.67,IT,Hà Nội,Male
6987,27,32.1,80.8,65.6,3.9,6.9,4.4,70.5,100.0,4.0,100.0,85.26,DS,Huế,Female
6988,21,28.4,89.1,69.1,10.0,8.3,2.8,58.8,82.2,3.1,77.58,70.5,AI,Hà Nội,Female
6989,18,26.0,83.8,79.4,7.2,7.4,4.3,63.5,94.5,3.85,96.25,79.03,IT,Đà Nẵng,Female
6990,24,30.3,,79.7,4.0,7.7,2.8,62.5,100.0,4.0,100.0,81.25,IT,Hà Nội,Female
6991,19,20.6,90.9,63.8,6.3,6.3,4.0,36.1,78.2,2.88,72.04,57.13,CS,Huế,Male
6992,26,13.7,75.8,96.2,6.1,8.4,2.9,51.6,57.7,2.28,57.12,54.64,CS,Đà Nẵng,Female
6993,30,30.8,,90.9,5.1,7.4,2.5,67.4,100.0,4.0,100.0,83.68,IT,Đà Nẵng,Female
6994,20,34.9,85.5,67.1,6.6,6.7,3.7,61.5,93.6,3.41,85.22,77.59,AI,Đà Nẵng,Male
6995,25,16.1,98.0,76.9,3.7,7.4,2.3,43.1,69.4,2.95,73.86,56.24,SE,Cần Thơ,Female
6996,30,,99.1,100.0,8.2,6.1,4.7,75.0,100.0,4.0,100.0,87.48,IT,Đà Nẵng,Male
6997,25,38.4,81.0,82.4,6.0,6.6,2.0,64.9,100.0,4.0,100.0,82.44,CS,Đà Nẵng,Female
6998,20,25.0,75.7,85.9,,6.9,3.4,52.5,76.5,3.31,82.82,64.49,SE,Đà Nẵng,Female
6999,21,18.5,74.4,70.9,5.4,6.4,1.4,53.4,79.0,3.48,87.09,66.19,IT,Đà Nẵng,Male
7000,19,26.0,87.5,75.3,4.5,8.9,0.1,78.1,97.0,3.74,93.45,87.56,CE,Đà Nẵng,Male
7001,21,20.6,100.0,100.0,0.0,6.5,3.0,59.1,70.1,2.92,73.04,64.58,SE,Đà Nẵng,Female
7002,28,20.1,90.4,81.7,5.6,9.5,0.0,54.9,89.4,3.59,89.72,72.15,DS,Đà Nẵng,Male
7003,28,28.5,69.1,78.9,8.6,7.1,5.7,57.2,92.8,4.0,100.0,75.01,CS,TP.HCM,Male
7004,28,12.2,77.7,80.1,5.7,6.7,2.0,58.2,74.2,3.24,81.06,66.2,AI,TP.HCM,Female
7005,26,13.4,78.8,100.0,7.8,6.4,2.4,50.9,73.3,3.27,81.75,62.09,DS,Hà Nội,Female
7006,19,25.2,76.8,80.6,6.0,7.5,2.0,61.9,83.1,3.27,81.85,72.46,CE,Hà Nội,Male
7007,29,24.8,81.1,67.5,4.9,8.1,2.7,58.1,74.5,2.73,68.34,66.27,CE,Đà Nẵng,Female
7008,29,27.7,88.7,70.2,,4.0,3.0,63.1,92.9,3.54,88.41,78.02,SE,Đà Nẵng,Female
7009,30,40.0,91.8,91.7,2.8,7.0,1.2,66.7,100.0,4.0,100.0,83.34,DS,Đà Nẵng,Female
7010,20,25.8,95.9,58.6,8.3,4.6,0.0,60.0,93.4,3.49,87.29,76.71,CE,Hà Nội,Male
7011,28,29.8,90.2,86.8,7.8,8.2,0.8,55.7,100.0,4.0,100.0,77.86,IT,Cần Thơ,Female
7012,28,17.2,65.5,69.1,5.3,8.2,1.8,43.9,79.3,3.13,78.25,61.58,CE,Hà Nội,Male
7013,21,31.1,74.4,52.1,0.9,7.0,2.9,63.2,90.7,3.17,79.3,76.95,IT,Đà Nẵng,Male
7014,22,20.8,83.4,65.3,7.2,7.3,2.8,47.8,72.5,2.95,73.78,60.15,IT,Huế,Female
7015,18,25.6,86.5,80.4,3.7,5.3,3.6,58.1,82.8,3.45,86.2,70.46,DS,TP.HCM,Female
7016,24,24.1,93.6,100.0,6.4,6.3,0.0,54.4,85.4,3.66,91.38,69.87,CS,Huế,Female
7017,27,,85.4,93.7,2.1,6.3,1.2,54.3,85.8,3.32,83.09,70.07,AI,Hà Nội,Male
7018,24,14.5,85.5,75.6,6.2,6.5,1.8,50.4,75.7,2.82,70.44,63.06,SE,Cần Thơ,Male
7019,26,6.7,87.4,94.6,5.7,8.0,4.8,49.0,69.4,2.7,67.48,59.2,CS,Huế,Male
7020,21,23.3,82.4,74.6,0.0,8.5,6.6,45.0,61.6,2.22,55.54,53.27,SE,Huế,Male
7021,23,28.7,85.9,58.0,10.0,7.7,0.5,64.0,100.0,4.0,100.0,82.0,CE,TP.HCM,Male
7022,28,,96.3,80.3,5.2,6.6,4.1,50.7,82.5,3.32,83.1,66.64,DS,Hà Nội,Male
7023,19,34.9,84.2,57.4,5.4,6.1,2.6,73.9,100.0,3.76,94.01,86.97,CS,Cần Thơ,Female
7024,29,28.5,84.7,91.9,7.3,7.1,3.3,63.3,93.6,3.66,91.44,78.44,AI,Hà Nội,Female
7025,29,20.5,84.7,92.1,5.9,7.4,0.5,43.2,68.4,3.05,76.16,55.78,IT,Hà Nội,Male
7026,21,6.4,98.0,66.8,6.9,6.7,4.5,50.9,60.7,2.42,60.39,55.8,AI,Cần Thơ,Female
7027,19,23.1,73.9,82.2,3.1,6.2,0.0,48.8,70.5,2.67,66.84,59.64,AI,TP.HCM,Male
7028,27,33.2,100.0,82.0,5.6,7.7,0.5,57.7,99.4,3.87,96.81,78.56,AI,Đà Nẵng,Male
7029,22,21.9,73.2,93.1,,7.9,2.1,57.8,73.9,2.99,74.73,65.83,IT,Huế,Female
7030,24,25.2,78.5,61.3,5.4,5.4,1.6,64.7,89.7,3.95,98.83,77.23,AI,Hà Nội,Female
7031,30,28.4,92.4,89.0,9.6,6.5,2.5,63.7,83.1,3.12,77.89,73.43,DS,Cần Thơ,Female
7032,18,16.9,95.3,60.2,,7.9,1.5,49.2,79.9,3.48,87.08,64.55,AI,Đà Nẵng,Male
7033,27,30.0,71.0,91.7,5.1,8.2,2.0,59.4,78.4,3.08,76.89,68.92,AI,Hà Nội,Female
7034,27,38.1,74.1,95.9,0.7,7.1,2.2,60.3,100.0,4.0,100.0,80.16,CE,Huế,Female
7035,24,23.6,87.8,70.0,6.0,7.4,2.2,54.6,90.0,3.37,84.22,72.28,DS,Huế,Female
7036,27,16.0,100.0,98.3,,7.3,2.7,55.0,61.6,2.78,69.41,58.34,CS,Hà Nội,Female
7037,30,24.5,97.5,56.4,7.0,8.1,3.8,47.3,90.6,3.98,99.55,68.96,DS,Hà Nội,Male
7038,23,7.2,82.5,96.5,4.5,5.7,1.4,46.1,39.8,1.97,49.16,42.98,SE,Đà Nẵng,Male
7039,23,27.7,60.8,100.0,0.6,7.3,4.5,44.3,65.7,2.63,65.68,55.0,IT,Huế,Female
7040,29,28.6,85.8,85.2,2.9,5.9,2.6,49.8,94.6,3.79,94.65,72.21,DS,Cần Thơ,Female
7041,25,38.4,88.6,77.1,9.1,8.3,4.4,72.0,100.0,3.85,96.31,86.0,IT,Hà Nội,Female
7042,25,23.4,81.2,84.7,8.2,5.7,2.0,48.4,91.4,3.46,86.53,69.92,DS,Cần Thơ,Male
7043,23,28.3,76.5,70.9,5.8,7.5,1.2,50.2,89.4,3.76,93.94,69.84,AI,Đà Nẵng,Male
7044,20,18.1,86.6,100.0,6.4,5.9,2.6,49.4,71.4,2.86,71.5,60.39,AI,Hà Nội,Female
7045,22,22.1,75.6,71.2,3.4,7.9,6.3,48.5,70.0,2.89,72.35,59.23,SE,TP.HCM,Female
7046,19,12.8,100.0,99.8,,7.5,0.5,51.3,86.5,3.55,88.63,68.92,CS,TP.HCM,Male
7047,22,23.4,100.0,68.9,4.2,7.3,3.5,58.9,84.5,3.12,77.99,71.67,DS,Cần Thơ,Male
7048,26,22.6,91.6,100.0,,9.4,2.8,48.3,65.9,2.39,59.8,57.07,SE,Hà Nội,Male
7049,27,27.4,85.9,100.0,2.7,6.2,3.1,45.6,75.8,3.19,79.71,60.69,DS,Cần Thơ,Male
7050,18,20.0,78.4,85.8,5.6,8.1,0.7,50.2,76.4,3.14,78.57,63.33,IT,Huế,Female
7051,27,25.7,84.8,84.3,9.1,8.4,3.2,65.2,82.5,3.28,81.92,73.87,SE,Đà Nẵng,Male
7052,22,22.3,100.0,65.7,3.6,8.1,2.9,56.3,100.0,4.0,100.0,78.13,CS,Hà Nội,Female
7053,29,22.3,93.7,63.9,7.9,6.2,0.3,53.2,78.7,3.44,85.96,65.96,CE,TP.HCM,Female
7054,23,,87.0,84.5,3.3,6.7,2.7,70.3,86.6,3.65,91.24,78.44,DS,Cần Thơ,Female
7055,28,25.3,94.2,100.0,3.7,6.3,2.1,63.8,83.1,3.38,84.43,73.44,IT,TP.HCM,Male
7056,24,31.1,90.5,71.8,6.0,6.6,2.0,48.9,97.4,3.98,99.6,73.15,IT,Cần Thơ,Female
7057,26,24.0,89.0,100.0,8.4,6.0,2.4,54.3,81.9,3.57,89.25,68.08,CE,TP.HCM,Female
7058,23,22.2,94.8,70.8,5.3,6.6,4.1,57.5,91.2,3.56,89.1,74.35,SE,Đà Nẵng,Male
7059,22,23.6,90.2,83.4,7.5,8.8,3.2,48.2,90.5,3.67,91.67,69.35,AI,Hà Nội,Male
7060,29,19.3,93.6,83.5,8.9,6.6,0.9,51.3,82.4,3.29,82.32,66.87,SE,Huế,Female
7061,24,22.1,86.6,78.5,4.1,7.1,3.2,54.7,83.7,3.22,80.53,69.23,SE,Đà Nẵng,Male
7062,30,,82.5,49.3,2.2,6.1,2.4,66.6,96.4,3.82,95.42,81.53,IT,Huế,Male
7063,18,17.7,79.5,70.7,5.1,7.0,1.6,41.1,57.2,2.08,52.1,49.15,CS,Cần Thơ,Female
7064,28,22.8,78.3,83.0,9.2,8.0,0.6,64.8,72.3,3.11,77.63,68.58,SE,Đà Nẵng,Female
7065,22,21.9,68.9,78.6,4.0,7.6,3.7,53.8,75.7,2.94,73.57,64.76,AI,Huế,Male
7066,19,23.0,75.9,89.5,8.5,8.7,1.6,47.2,94.9,3.84,95.97,71.06,CE,Huế,Female
7067,21,22.4,75.6,91.4,5.3,5.5,3.9,59.7,75.4,3.23,80.67,67.56,IT,TP.HCM,Male
7068,24,27.2,79.9,76.4,10.4,6.1,0.9,56.8,94.6,4.0,100.0,75.7,AI,Cần Thơ,Male
7069,22,11.3,100.0,65.6,,6.5,5.5,55.9,77.4,3.11,77.67,66.65,IT,Cần Thơ,Female
7070,29,33.3,83.4,100.0,8.6,8.8,6.5,61.7,94.7,3.77,94.2,78.19,CE,TP.HCM,Male
7071,23,30.1,87.4,59.7,1.9,7.4,3.3,49.6,86.2,3.59,89.71,67.89,IT,Cần Thơ,Female
7072,19,15.1,87.7,71.1,0.0,5.3,4.4,41.4,64.7,2.67,66.75,53.07,SE,Đà Nẵng,Female
7073,20,6.8,100.0,67.3,6.2,8.3,1.8,53.7,64.9,2.37,59.15,59.28,IT,Cần Thơ,Male
7074,24,17.2,,91.2,,7.1,1.7,57.5,80.0,3.53,88.26,68.77,CS,TP.HCM,Female
7075,28,23.1,82.8,99.8,7.3,8.1,4.3,44.7,83.7,3.4,84.88,64.21,AI,Hà Nội,Female
7076,19,45.6,83.9,77.4,4.2,8.9,2.7,82.3,100.0,4.0,100.0,91.14,CE,Hà Nội,Female
7077,29,29.3,96.4,83.4,2.3,5.8,0.4,69.2,95.2,3.88,96.99,82.19,DS,TP.HCM,Male
7078,23,10.5,98.4,86.4,8.3,8.9,2.6,42.9,62.8,2.62,65.42,52.88,IT,Đà Nẵng,Male
7079,22,19.5,89.7,100.0,,6.9,0.7,52.5,87.2,3.45,86.33,69.82,SE,Huế,Male
7080,27,24.6,97.3,53.4,4.3,6.5,2.2,41.5,89.2,3.71,92.69,65.36,DS,Huế,Female
7081,18,27.0,86.8,91.2,8.1,7.2,4.1,53.0,97.6,4.0,100.0,75.3,CS,TP.HCM,Female
7082,29,14.5,83.3,85.6,12.5,5.6,4.7,46.8,61.7,2.64,65.98,54.24,CE,Hà Nội,Male
7083,28,23.9,96.8,74.4,5.5,7.0,2.9,59.8,83.4,3.06,76.6,71.61,AI,Đà Nẵng,Male
7084,27,19.3,89.9,84.9,5.6,6.7,4.5,52.1,90.9,3.39,84.77,71.46,CS,Huế,Female
7085,28,16.2,77.6,91.1,7.4,5.9,1.8,49.8,81.1,3.27,81.67,65.43,SE,Cần Thơ,Male
7086,21,27.1,95.0,88.7,5.3,6.2,5.1,52.3,79.8,3.11,77.75,66.02,DS,Cần Thơ,Male
7087,28,31.2,82.9,100.0,9.3,8.4,1.4,63.3,86.9,3.72,93.09,75.08,CE,Hà Nội,Female
7088,19,31.7,81.7,81.9,5.0,6.8,1.3,73.7,100.0,3.82,95.62,86.84,CS,Hà Nội,Female
7089,21,29.6,,80.4,5.9,5.8,1.8,64.6,100.0,4.0,100.0,82.29,IT,Đà Nẵng,Male
7090,18,21.0,84.1,77.3,2.4,7.5,1.4,53.6,72.2,2.55,63.82,62.9,DS,Hà Nội,Female
7091,19,30.7,88.9,88.3,,7.9,3.3,55.8,92.5,3.4,84.9,74.15,AI,Hà Nội,Male
7092,30,27.5,91.6,79.5,3.5,7.0,4.4,56.7,97.8,3.91,97.66,77.22,SE,Hà Nội,Male
7093,25,26.1,77.2,80.2,6.9,5.5,2.5,46.3,78.0,3.19,79.73,62.13,SE,Cần Thơ,Female
7094,23,20.1,88.8,80.3,1.8,3.9,3.0,42.6,74.3,3.1,77.52,58.43,AI,Đà Nẵng,Female
7095,19,21.0,98.5,78.0,8.4,5.9,0.4,55.0,95.9,4.0,100.0,75.47,SE,Huế,Male
7096,29,25.6,75.4,70.9,3.8,8.3,2.6,59.7,80.5,3.28,82.12,70.09,SE,Huế,Male
7097,23,44.5,89.5,86.3,10.5,8.2,5.2,65.4,100.0,3.98,99.58,82.7,AI,Huế,Male
7098,27,27.4,76.7,75.7,9.4,6.0,4.6,66.0,87.0,3.32,83.01,76.51,SE,Hà Nội,Male
7099,26,20.1,95.2,89.2,7.3,6.7,0.9,50.2,71.8,2.52,62.96,60.98,AI,TP.HCM,Male
7100,24,18.3,95.1,81.7,2.2,7.8,1.8,52.3,83.6,3.48,86.98,67.95,SE,Đà Nẵng,Male
7101,26,21.1,81.5,74.2,4.4,6.8,7.6,60.1,74.4,2.8,70.03,67.27,CS,TP.HCM,Female
7102,22,42.4,100.0,100.0,3.8,8.1,3.1,69.5,100.0,4.0,100.0,84.73,CS,Huế,Male
7103,24,21.8,96.1,78.5,4.1,6.9,4.8,60.5,100.0,4.0,100.0,80.24,CS,Cần Thơ,Male
7104,28,32.3,92.1,89.3,9.9,7.6,4.9,67.3,100.0,4.0,100.0,83.65,DS,Cần Thơ,Female
7105,24,22.0,91.5,69.5,5.6,6.6,0.8,50.2,78.9,3.14,78.54,64.54,AI,TP.HCM,Male
7106,29,27.1,94.8,49.6,4.4,6.1,3.6,54.7,86.6,3.24,81.09,70.67,CS,Hà Nội,Male
7107,29,31.3,75.0,71.5,4.1,8.4,2.8,68.9,100.0,4.0,100.0,84.46,SE,TP.HCM,Male
7108,20,20.4,86.9,47.9,4.7,5.2,5.1,63.3,95.2,3.44,86.06,79.21,AI,Hà Nội,Female
7109,24,19.9,88.8,76.4,7.3,6.3,5.4,57.9,75.7,2.99,74.85,66.8,AI,Huế,Female
7110,18,,81.0,100.0,1.9,6.9,1.3,59.3,100.0,4.0,100.0,79.67,SE,Hà Nội,Female
7111,26,32.9,89.6,66.4,6.2,8.0,7.7,69.6,95.7,3.86,96.44,82.64,CE,TP.HCM,Female
7112,27,31.3,97.3,48.4,7.1,5.9,2.8,61.0,100.0,4.0,100.0,80.5,CE,Cần Thơ,Female
7113,30,31.3,80.8,100.0,1.7,7.2,3.4,51.1,85.2,3.55,88.8,68.15,IT,Đà Nẵng,Male
7114,23,28.7,84.5,72.9,,5.3,0.0,54.4,73.2,2.79,69.72,63.79,AI,Huế,Male
7115,22,41.1,76.8,79.8,5.9,7.5,4.0,65.7,95.1,4.0,100.0,80.41,CE,Đà Nẵng,Female
7116,24,,67.1,91.8,9.6,9.2,0.0,62.2,91.3,3.91,97.64,76.74,CE,Hà Nội,Male
7117,22,29.6,92.8,87.8,9.0,4.6,2.3,55.1,86.0,3.27,81.79,70.57,DS,TP.HCM,Female
7118,27,13.4,84.7,91.3,4.5,6.1,1.7,40.5,72.1,2.56,63.92,56.33,DS,Đà Nẵng,Female
7119,22,18.4,85.5,93.5,9.5,8.0,3.2,48.0,77.1,2.64,66.06,62.55,IT,TP.HCM,Male
7120,28,15.4,75.1,53.8,5.2,10.0,2.8,46.9,61.7,2.59,64.77,54.3,CS,Hà Nội,Female
7121,27,35.2,83.1,58.8,5.2,7.7,3.4,68.9,99.0,4.0,100.0,83.94,CE,Huế,Female
7122,28,4.6,96.0,97.6,6.2,6.1,4.4,47.1,56.4,2.17,54.34,51.73,CS,Cần Thơ,Male
7123,24,21.8,85.0,68.3,8.1,6.8,1.0,37.2,71.0,2.84,70.89,54.11,AI,Huế,Male
7124,27,1.1,85.3,69.9,4.5,5.5,2.2,35.9,36.2,1.56,38.92,36.04,SE,Cần Thơ,Male
7125,24,18.3,87.1,61.1,5.0,8.0,1.2,52.8,76.1,3.11,77.65,64.44,AI,Đà Nẵng,Male
7126,30,21.1,72.6,73.9,2.9,8.3,1.1,45.2,68.1,2.8,69.93,56.62,IT,Đà Nẵng,Male
7127,28,36.1,91.2,74.8,6.9,8.7,5.4,59.9,100.0,4.0,100.0,79.95,CS,TP.HCM,Male
7128,20,28.2,72.4,65.9,8.3,6.6,0.6,61.7,91.4,3.63,90.64,76.56,DS,Huế,Female
7129,20,18.3,75.6,64.2,8.5,6.0,1.3,55.2,79.5,3.22,80.45,67.37,AI,Cần Thơ,Female
7130,27,33.5,74.5,84.8,2.6,8.8,5.8,60.0,87.0,3.36,84.12,73.47,IT,Hà Nội,Female
7131,29,25.1,83.2,67.9,5.0,8.7,2.3,59.4,80.5,3.44,86.02,69.94,CE,Cần Thơ,Male
7132,30,25.3,81.5,70.9,9.1,5.8,2.4,59.7,84.2,3.67,91.84,71.94,CE,TP.HCM,Male
7133,20,15.4,85.0,47.2,6.6,6.5,3.1,41.1,76.7,3.11,77.84,58.86,AI,TP.HCM,Male
7134,23,17.1,75.9,100.0,6.1,7.9,0.7,41.1,63.7,2.63,65.63,52.38,CS,Hà Nội,Female
7135,29,18.4,,94.1,6.0,6.7,1.1,50.1,73.0,3.2,79.89,61.55,SE,Đà Nẵng,Male
7136,23,25.4,93.3,72.6,7.4,7.0,1.6,52.8,77.8,3.03,75.81,65.3,CE,Đà Nẵng,Male
7137,30,25.6,83.3,66.5,6.7,5.2,4.1,52.2,86.9,3.54,88.47,69.56,DS,Cần Thơ,Male
7138,30,37.4,80.2,80.2,4.6,5.7,3.5,64.3,97.5,3.58,89.45,80.92,IT,Đà Nẵng,Male
7139,20,28.1,79.2,79.8,,6.9,1.6,57.3,79.0,3.19,79.72,68.15,CS,Cần Thơ,Male
7140,20,3.3,81.9,60.9,3.0,6.2,2.3,20.6,39.4,1.54,38.39,30.0,CE,Hà Nội,Female
7141,25,27.1,71.0,41.7,9.3,5.6,3.7,56.7,88.0,3.76,94.05,72.37,DS,Cần Thơ,Male
7142,25,13.4,75.4,72.1,3.8,6.6,0.0,44.5,66.3,2.62,65.45,55.39,CE,Hà Nội,Male
7143,24,17.3,93.6,56.5,7.4,5.9,3.0,53.7,72.3,2.83,70.74,63.0,CS,Hà Nội,Female
7144,27,18.5,88.0,82.6,5.6,7.0,3.6,47.3,79.2,3.49,87.21,63.22,CS,TP.HCM,Female
7145,21,19.7,100.0,82.7,4.8,8.2,1.1,50.0,89.6,3.54,88.61,69.81,AI,TP.HCM,Female
7146,21,14.0,82.0,65.4,9.4,6.6,3.5,44.9,72.2,3.01,75.37,58.51,DS,Cần Thơ,Male
7147,20,26.6,81.4,72.0,7.9,6.5,2.5,65.2,90.7,3.91,97.79,77.94,SE,Cần Thơ,Female
7148,22,13.7,80.9,100.0,5.9,8.3,5.2,44.3,78.9,3.04,76.02,61.62,CS,TP.HCM,Male
7149,20,27.9,81.8,91.6,10.4,7.9,1.7,66.5,100.0,4.0,100.0,83.25,SE,Đà Nẵng,Female
7150,30,42.9,78.4,73.2,8.4,8.0,3.4,76.3,100.0,3.85,96.29,88.13,CE,TP.HCM,Male
7151,25,14.4,87.7,100.0,,4.0,0.3,46.4,78.7,3.28,81.91,62.52,SE,TP.HCM,Female
7152,24,22.7,85.3,62.0,0.3,6.5,2.6,51.0,85.4,3.59,89.74,68.21,CS,TP.HCM,Male
7153,30,4.8,79.9,67.8,6.3,6.3,3.7,37.0,48.7,1.84,45.94,42.85,AI,TP.HCM,Female
7154,20,22.6,97.5,78.3,9.5,6.0,1.7,55.5,98.6,3.49,87.25,77.04,IT,TP.HCM,Female
7155,26,30.1,100.0,57.0,7.5,8.3,4.2,58.4,100.0,3.79,94.71,79.21,IT,Hà Nội,Male
7156,29,30.8,96.7,100.0,9.9,6.3,3.9,68.1,100.0,4.0,100.0,84.05,CS,Huế,Male
7157,30,25.6,90.6,82.7,4.5,5.3,2.7,53.0,90.8,3.42,85.44,71.86,CE,TP.HCM,Female
